priority_rank,name,county,town,lat,lon,risk_score,risk_level,rain_24h_mm_demo,elevation_m,slope_deg,aspect_deg,aspect_dir,aspect_score,terrain_score,debris_dist_m,debris_Risk,lswarn_dist_m,lswarn_Risk,lspot_dist_m,lspot_Risk,event_dist_m,event_Events,law_status,law_issue,indigenous_area,data_confidence,suggested_action,alert_message
776,石壁休閒農場,雲林縣,古坑鄉,23.61067,120.71553,37.7,正常監測,192.83344755737917,1178.07,14.49,176.1,南,53.2,40.0,556.1959286215338,雿,7916.460936773881,擃,7916.460936773881,高,3899.484195710662,0728豪雨,符合相關法規露營場,無或未標示,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】雲林縣古坑鄉「石壁休閒農場」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
777,62階櫻花露營區,南投縣,仁愛鄉,24.0536182,121.1607686,37.6,正常監測,262.5034596307117,1873.48,20.19,293.8,西北,0.0,39.4,2380.5672415328527,銝,3107.435943518664,擃,3107.435943518664,高,6161.309978699431,0728豪雨,違反相關法規露營場,森林法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣仁愛鄉「62階櫻花露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
778,深山林內,南投縣,竹山鎮,23.6877,120.71511,37.6,正常監測,228.7748841385332,1085.59,28.04,5.7,北,4.7,55.7,3660.471987717703,擃,5110.739943882537,擃,5110.739943882537,高,2286.6574985112206,0728豪雨,違反相關法規露營場,無或未標示,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣竹山鎮「深山林內」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
779,米達樂也露營區,新竹縣,尖石鄉,24.719984,121.247768,37.6,正常監測,228.6574916372229,867.68,18.74,29.8,東北,24.8,42.0,1320.4220924646213,擃,5713.780702223988,擃,5862.206674685027,高,11743.128310960848,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「米達樂也露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
780,移動城堡露營區,新竹縣,五峰鄉,24.583633,121.089868,37.6,正常監測,224.51800226513743,1076.37,18.08,48.4,東北,40.3,44.1,1371.5017478472755,蝥閫撖,2013.0984188100165,銝,2215.3063492450983,中,8749.643636484316,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣五峰鄉「移動城堡露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
781,梢楠林民宿露營,南投縣,魚池鄉,23.91255,120.88949,37.6,正常監測,217.35481304201383,640.64,31.32,265.6,西,0.0,61.1,2154.8671135258755,雿,5238.028409844313,雿,5514.270462728027,低,3713.780373662597,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣魚池鄉「梢楠林民宿露營」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
782,流壁下10.5k露營區,苗栗縣,卓蘭鎮,24.324286,120.886233,37.6,正常監測,206.506464544373,573.67,16.75,328.3,西北,0.0,32.7,640.1510394112554,擃,3182.3253246145146,銝,3182.3253246145146,中,2161.858529977296,0728豪雨,違反相關法規露營場,不符合土地管制法規,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣卓蘭鎮「流壁下10.5k露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
783,老鷹果園露營區,桃園市,復興區,24.8063062254525,121.382385948016,37.6,正常監測,177.69334190441106,561.44,23.52,3.1,北,2.6,46.4,684.5490333200802,銝,3471.414179606702,銝,3750.521730926384,中,5548.827473479258,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】桃園市復興區「老鷹果園露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
784,雲河露營農場,桃園市,復興區,24.697051,121.424441,37.5,正常監測,239.46803144149848,1610.94,9.68,119.4,東南,80.3,36.5,1392.286638869283,銝,2726.686862349505,擃,2852.15996157214,高,10186.34663162812,0728豪雨,違反相關法規露營場,森林法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】桃園市復興區「雲河露營農場」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
785,司馬限 360 度景觀露營區,苗栗縣,泰安鄉,24.406734,120.947534,37.5,正常監測,236.71475032036432,1162.54,19.54,346.6,北,0.0,38.1,1366.1921572590643,蝥閫撖,2496.675285900804,銝,2496.675285900804,中,7283.992338882783,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣泰安鄉「司馬限 360 度景觀露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
786,瑪兒莎莎 Mal-Sa Sa 露營區,南投縣,信義鄉,23.600552,120.886752,37.5,正常監測,233.4863436691517,881.43,6.74,181.2,南,27.5,19.2,810.449297911095,銝,7213.224000919223,擃,7760.785410944383,高,4719.851367259162,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣信義鄉「瑪兒莎莎 Mal-Sa Sa 露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
787,亞亞竹農莊,嘉義縣,阿里山鄉,23.3969882810505,120.718368671315,37.5,正常監測,224.762535884604,1074.73,12.19,253.8,西,0.0,23.8,599.1507306854726,雿,4609.070420351672,擃,6549.992166476426,高,2099.105225486008,丹娜絲颱風、薇帕颱風、0721豪雨,違反相關法規露營場,違反區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】嘉義縣阿里山鄉「亞亞竹農莊」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
788,景色天地露營區,新竹縣,尖石鄉,24.67524,121.154415,37.5,正常監測,213.83280143876297,868.03,16.3,93.1,東,77.6,48.9,1117.0948542101278,擃,3562.846627590822,銝,3562.846627590822,中,9104.101854075789,1020豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「景色天地露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
789,美樹營地,新竹縣,尖石鄉,24.654071,121.305211,37.5,正常監測,192.5909911693593,708.89,10.33,118.6,東南,85.1,38.9,594.6280741151872,銝,3585.697526873153,銝,3967.6627466764585,中,13032.135378809076,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「美樹營地」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
790,雅居勝櫻休閒營地(原名)窩.露營,新竹縣,五峰鄉,24.63157,121.143386,37.5,正常監測,189.85875956687983,674.03,12.47,345.8,北,0.0,24.3,782.22026081751,雿,1814.849412962731,銝,1814.849412962731,中,8920.864666156496,1020豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣五峰鄉「雅居勝櫻休閒營地(原名)窩.露營」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
791,露悠悠輕奢露營區,高雄市,六龜區,22.9803379792105,120.646809667301,37.5,正常監測,166.81295186326128,247.39,0.47,,平坦/無坡向,0.0,0.9,339.22308625971806,擃,3784.000623884129,銝,3795.092047256095,中,827.6682130987107,0728豪雨,違反相關法規露營場,無或未標示,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】高雄市六龜區「露悠悠輕奢露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
792,槌球趣露營區,苗栗縣,南庄鄉,24.579055,120.988797,37.5,正常監測,157.20092154150277,256.73,2.94,75.0,東,0.0,5.7,288.8695893463048,擃,10114.636776097155,銝,10174.879175025902,中,9508.772065360849,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣南庄鄉「槌球趣露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
793,流霞谷親水烤肉園區,桃園市,復興區,24.806957,121.37189,37.5,正常監測,154.10646317874526,267.24,3.79,266.5,西,0.0,7.4,353.07409573681866,雿,3093.849356218702,銝,3386.544860316606,中,5152.91971788067,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】桃園市復興區「流霞谷親水烤肉園區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
794,霞喀羅露營區,新竹縣,五峰鄉,24.557104,121.133324,37.4,正常監測,249.578539073433,1270.65,16.69,174.8,南,54.3,44.5,3113.85945011852,擃,4368.6725755360485,銝,4288.192291297997,中,4333.477274226148,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣五峰鄉「霞喀羅露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
795,鹿過星境景觀露營區,南投縣,鹿谷鄉,23.759452,120.736525,37.4,正常監測,209.74586692817127,403.49,20.26,182.0,南,48.3,50.1,1829.273452216972,銝,6779.435706019797,擃,7025.639563760899,高,1210.7278933659786,0728豪雨,違反相關法規露營場,未提出露營場申請,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣鹿谷鄉「鹿過星境景觀露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
796,飛高高露營區,新竹縣,尖石鄉,24.7222487578212,121.235477009756,37.4,正常監測,206.35291684551237,433.83,16.31,322.9,西北,0.0,31.8,753.791638103592,擃,5254.457843222067,擃,5386.880093887405,高,12798.256858673964,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「飛高高露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
797,豪祥露營區,新竹縣,尖石鄉,24.674333,121.227048,37.4,正常監測,203.5551455929415,989.41,8.65,339.9,北,0.0,16.9,881.0161248134532,擃,1500.4872396619412,擃,1633.0522944384886,高,16159.470611476074,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「豪祥露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
798,星星杉丘露營地,苗栗縣,南庄鄉,24.570637,120.999995,37.4,正常監測,199.97399739459644,406.26,25.94,23.4,東北,19.5,54.9,1248.0819132745532,擃,8861.760931194991,銝,8915.383918947855,中,9979.25248905318,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣南庄鄉「星星杉丘露營地」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
799,首嶺優號露營地,新竹縣,尖石鄉,24.683937,121.230862,37.4,正常監測,176.8269295219092,500.61,12.6,28.8,東北,24.0,29.9,581.1615698864489,擃,1905.286996028619,擃,2066.31284721445,高,15218.235451937531,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「首嶺優號露營地」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
800,哈用民宿,新竹縣,尖石鄉,24.588222,121.260222,37.3,正常監測,258.423216251318,1251.13,20.55,356.7,北,0.0,40.1,3982.233026372124,擃,3738.111507218868,銝,3738.111507218868,中,14465.2268417768,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「哈用民宿」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
801,Henyea Forest Life亨野草堂,南投縣,竹山鎮,23.6686686213524,120.766417826028,37.3,正常監測,249.50297393900573,1441.62,14.49,313.4,西北,0.0,28.3,2201.453401709163,擃,1670.8969657898729,銝,1670.4114635462176,中,1987.8576530336663,0728豪雨,違反相關法規露營場,無或未標示,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣竹山鎮「Henyea Forest Life亨野草堂」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
802,霧台山莊,屏東縣,霧臺鄉,22.7435677448172,120.72908586463,37.3,正常監測,234.96312171120863,902.99,7.73,186.5,南,28.7,21.4,1013.699530996637,蝥閫撖,1944.4485317685865,銝,2228.7746150189296,中,1779.3011660604889,0728豪雨,違反相關法規露營場,違反區域計畫法/非都市土地使用管制規則,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】屏東縣霧臺鄉「霧台山莊」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
803,部落尋奇溫泉農場,南投縣,仁愛鄉,24.0268603,121.1701913,37.3,正常監測,215.58398029840336,1083.42,5.25,4.4,北,1.6,10.6,580.2926733779993,銝,1193.2771957904172,擃,1193.2771957904172,高,5492.840330780672,丹娜絲颱風、薇帕颱風、0721豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣仁愛鄉「部落尋奇溫泉農場」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
804,瓜地亞那露營區,嘉義縣,阿里山鄉,23.4581865002674,120.751103996911,37.3,正常監測,191.3743256672107,863.96,19.7,346.4,北,0.0,38.4,573.2144603825086,雿,4625.3883991157445,擃,4699.288532114248,高,2002.2629816773144,0728豪雨,違反相關法規露營場,無或未標示,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】嘉義縣阿里山鄉「瓜地亞那露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
805,武界松露露營區＆小木屋,南投縣,仁愛鄉,23.902857,121.047635,37.2,正常監測,229.20034562919463,709.23,10.11,294.9,西北,0.0,19.7,609.1715208620079,雿,11848.811145990418,擃,11901.716229263162,高,1019.7750840816976,丹娜絲颱風、薇帕颱風、0721豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣仁愛鄉「武界松露露營區＆小木屋」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
806,卜谷嵐露營區,高雄市,那瑪夏區,23.231407979035,120.697957538471,37.2,正常監測,214.95417142726285,675.19,5.18,268.0,西,0.0,10.1,340.1313535060372,擃,13312.329035407733,銝,13688.653178332732,中,735.6677654789986,0728豪雨,符合相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】高雄市那瑪夏區「卜谷嵐露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
807,山上的茶樹,南投縣,草屯鎮,23.984981,120.814046,37.2,正常監測,196.42765375253185,345.13,15.53,29.0,東北,24.2,35.6,778.6625597247163,擃,3512.377890405156,雿,3512.377890405156,低,2744.038700768392,0728豪雨,違反相關法規露營場,農業發展條例,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣草屯鎮「山上的茶樹」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
808,谷關365露營區,臺中市,和平區,24.21016,120.966655,37.1,正常監測,252.0831567278136,1624.46,17.48,198.8,南,34.3,41.6,2849.758064656616,蝥閫撖,12941.121705627182,擃,12941.121705627182,高,1983.9195792646265,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】臺中市和平區「谷關365露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
809,獵人驛站,屏東縣,瑪家鄉,22.6666047297878,120.680917244083,37.1,正常監測,238.62197917743703,1076.13,19.8,51.4,東北,42.8,48.0,3272.010248574536,蝥閫撖,5413.757916678922,擃,6549.337316324359,高,2646.6890334027958,0728豪雨,違反相關法規露營場,違反區域計畫法/非都市土地使用管制規則,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】屏東縣瑪家鄉「獵人驛站」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
810,綠宥子甜柿果園露營區,新竹縣,尖石鄉,24.7082,121.2709,37.1,正常監測,205.75639101130187,755.45,15.6,271.1,西,0.0,30.4,651.0844108838977,擃,6697.011826477929,擃,6857.512934739702,高,10359.445515439813,0728豪雨,違反相關法規露營場,無或未標示,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「綠宥子甜柿果園露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
811,松濤意境,苗栗縣,南庄鄉,24.6105,120.99652,37.1,正常監測,198.5010047256968,351.46,10.49,83.4,東,60.8,33.8,935.6082295841788,銝,10215.350978813452,擃,10215.350978813452,高,9316.608109396388,1020豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣南庄鄉「松濤意境」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
812,舒心露營區,桃園市,龜山區,24.991661,121.378402,37.1,正常監測,172.97279535187212,254.43,15.57,84.4,東,70.3,45.8,554.4984285807164,銝,23484.276447178407,銝,23758.802035915563,中,12166.873628269266,1020豪雨,符合相關法規露營場,無或未標示,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】桃園市龜山區「舒心露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
813,嘉揚露營區,新竹縣,五峰鄉,24.578825,121.087858,37.0,正常監測,229.2051658493115,1073.42,8.3,49.5,東北,28.5,22.5,1219.2753415350585,擃,1489.737118877663,銝,1693.708776746185,中,8436.15289957068,0728豪雨,違反相關法規露營場,無或未標示,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣五峰鄉「嘉揚露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
814,星空下露營區,新竹縣,五峰鄉,24.579516,121.085326,37.0,正常監測,219.52566965896835,1122.82,7.63,104.2,東,55.2,27.0,1383.7565352628983,擃,1613.3552446071767,銝,1812.2269285417087,中,8653.93119600865,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣五峰鄉「星空下露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
815,慢森活露營區,新竹縣,尖石鄉,24.7513309326268,121.268944726773,37.0,正常監測,213.93669574424536,729.73,14.41,97.3,東,81.1,45.9,1436.616097223444,擃,9069.069094560324,銝,9069.069094560324,中,8684.750985991022,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「慢森活露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
816,高山寨露營區,新竹縣,五峰鄉,24.659052,121.140541,37.0,正常監測,206.32544256817235,702.92,6.71,237.8,西南,1.0,13.3,699.08043783376,銝,1285.504735662571,銝,1285.504735662571,中,7734.541059993397,1020豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣五峰鄉「高山寨露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
817,高腳屋草莓園,苗栗縣,泰安鄉,24.429405,120.93268,37.0,正常監測,194.57853880143188,660.72,7.9,312.0,西北,0.0,15.4,1091.964468479685,擃,901.6744722154908,銝,901.6744722154908,中,9024.422528779072,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣泰安鄉「高腳屋草莓園」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
818,岩岩露營區,苗栗縣,南庄鄉,24.605269,120.998555,37.0,正常監測,161.84855681682748,199.57,0.35,,平坦/無坡向,0.0,0.7,492.5589394535509,銝,10016.724885247186,擃,10016.724885247186,高,9574.347927164674,1020豪雨,違反相關法規露營場,待清查,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣南庄鄉「岩岩露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
819,石秀灣五葉松露營區,桃園市,復興區,24.8028,121.289726,37.0,正常監測,148.00690435598702,257.01,3.7,316.9,西北,0.0,7.2,351.7601658976146,銝,7324.350652695621,銝,7324.350652695621,中,7831.881206242197,0728豪雨,違反相關法規露營場,水庫保護區不得興建任何建築物。露營區無涉建築行為並經主管機關北水局同意則無違反。有關露營區有無涉及建築行為應依本府觀光旅遊局及建管處認定。,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】桃園市復興區「石秀灣五葉松露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
820,蘋果園景觀露營區,南投縣,仁愛鄉,24.0673,121.16662,36.9,正常監測,269.5979367819197,2011.42,14.09,214.6,西南,21.2,32.1,3942.4052043249976,銝,4035.0788657987446,擃,4035.0788657987446,高,5580.470283115781,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣仁愛鄉「蘋果園景觀露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
821,觀星露營區,桃園市,復興區,24.697442,121.421531,36.9,正常監測,241.08833269871567,1485.49,16.67,296.4,西北,0.0,32.5,1102.035953357261,銝,2553.664403403356,擃,2624.856048549452,高,9951.540332680252,0728豪雨,違反相關法規露營場,尚未設置登記,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】桃園市復興區「觀星露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
822,五餅二魚咖啡露營,南投縣,信義鄉,23.6020664,120.8884375,36.9,正常監測,233.8964972716259,879.52,4.74,93.5,東,30.8,16.0,959.1333528539336,銝,7434.612126834671,擃,7990.081901614475,高,4836.025902526689,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣信義鄉「五餅二魚咖啡露營」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
823,樂奔露營區,新竹縣,尖石鄉,24.73332,121.2724,36.9,正常監測,225.89992663887915,905.06,20.43,315.5,西北,0.0,39.8,1314.8319569692944,擃,8484.85681985371,擃,8639.754929777706,高,8872.410902658432,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「樂奔露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
824,山宇晴莊園,南投縣,魚池鄉,23.9132079,120.9299845,36.9,正常監測,218.0537156641445,645.43,15.12,166.0,南,61.7,43.1,1468.4928956866363,雿,8316.416591099327,雿,8706.600382508179,低,7660.7733279824115,0728豪雨,違反相關法規露營場,未提出露營場申請,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣魚池鄉「山宇晴莊園」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
825,森之境露營區,南投縣,國姓鄉,23.955264,120.87138,36.9,正常監測,193.21838666855425,352.79,9.99,344.0,北,0.0,19.5,641.7175883484324,擃,1279.3281391225594,雿,1739.5365164800685,低,3320.5223161107306,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣國姓鄉「森之境露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
826,拉拉山塔曼之光露營區,桃園市,復興區,24.6977804748844,121.424690111051,36.8,正常監測,239.1093558660656,1634.69,17.01,252.2,西,0.0,33.2,1423.8740315402351,銝,2800.8923913197355,擃,2914.823917733576,高,10146.31569815966,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】桃園市復興區「拉拉山塔曼之光露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
827,天景露營區,新竹縣,五峰鄉,24.656845,121.183234,36.8,正常監測,221.643144841699,1072.88,21.28,322.6,西北,0.0,41.5,1791.849952445824,擃,3098.7916234502286,擃,3098.7916234502286,高,12055.466083461735,1020豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣五峰鄉「天景露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
828,霧津山林,新竹縣,尖石鄉,24.679358,121.183883,36.8,正常監測,220.0126583692485,782.93,21.57,292.7,西北,0.0,42.1,1075.8199727887095,擃,2174.175716393865,擃,2174.175716393865,高,12115.879499448598,1020豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「霧津山林」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
829,摩亞農場,桃園市,復興區,24.727532,121.377181,36.8,正常監測,215.33152796654375,1410.11,19.4,20.2,北,16.8,41.5,3472.4623326803,蝥閫撖,1788.0047835309867,銝,1850.4758084264809,中,4558.799292345889,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】桃園市復興區「摩亞農場」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
830,馬胎仙境露營區,新竹縣,尖石鄉,24.682096,121.181498,36.8,正常監測,213.196573028744,764.5,13.49,103.5,東,86.2,45.3,1459.9639646470107,擃,2457.801879817,擃,2457.801879817,高,11910.824724839793,1020豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「馬胎仙境露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
831,迦心休閒露營區(原名)巴萬五峰露營區,新竹縣,五峰鄉,24.659761,121.174906,36.8,正常監測,212.51857353802905,948.84,23.56,169.7,南,58.6,58.8,2119.232801426021,擃,3590.3430186286005,擃,3590.3430186286005,高,11185.60238994774,1020豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣五峰鄉「迦心休閒露營區(原名)巴萬五峰露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
832,一山沐露營區,高雄市,茂林區,22.9079096362638,120.725009401947,36.8,正常監測,200.6830109230363,597.01,15.84,1.9,北,1.6,31.2,705.9542165109027,銝,4066.927352868229,銝,4579.924765543385,中,1374.7924307968174,樺加沙颱風,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】高雄市茂林區「一山沐露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
